Importers,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
MIDAS POLYMER COMPOUNDS (P) LTD.,431516.0,166266.0,306756.0,833902.0,357021.0,111155.0,111155.0,111155.0,111155.0,111154.99999999939
MIDAS PRECURED TREADS P. LTD.,14015.0,14015.0,14015.0,746482.0,1271649.0,1688062.0,334543.0,334543.0,334543.0,334543.0000000001
MIDAS RETREADS (INDIA) P. LTD.,48246.0,48246.0,48246.0,48246.0,48246.0,48246.0,48246.0,48246.0,48246.0,48246.000000000226
MIDAS RUBBER P. LTD.,77187.0,77187.0,349036.0,452517.0,44672.0,63208.0,58378.67,53549.33,48720.0,48719.99999999972
MIDAS TREADS (INDIA) P. LTD.,4041524.0,2861006.0,677946.0,79856.0,48118.0,16380.0,16380.0,16380.0,16380.0,16380.000000000586
MIDDLE EAST FOUNDATIONS AND STRUCTURES P.  LTD.,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0000000002326
MIDDLE EAST HOTEL COMPANY P. LTD.,18356.0,18356.0,18356.0,18356.0,18356.0,18356.0,18356.0,18356.0,18356.0,18356.00000000023
MIDDLE EAST TRADING COMPANY,285140.0,285140.0,285140.0,285140.0,789010.0,622990.0,433720.0,433720.0,433720.0,433720.0000000009
MIDDLEAST INTERNATIONAL TRADING CORPORATE LLP,72566.0,72566.0,72566.0,72566.0,72566.0,72566.0,72566.0,129467.0,186368.0,186368.00000000015
MIDEAST EXPORTS,3062.0,3062.0,3062.0,3062.0,3062.0,3062.0,3062.0,3062.0,3062.0,3062.0000000002324
MIDLIFE MATTRESS,2010.0,2010.0,2010.0,2010.0,2010.0,2010.0,2010.0,2010.0,2010.0,2010.0000000002324
MIDTOWN BUILDERS AND DEVLOPERS,11220.0,11220.0,11220.0,11220.0,11220.0,11220.0,11220.0,11220.0,11220.0,11220.000000000231
MIHARAJ PLASTICS P. LTD.,8200.0,8200.0,8200.0,8200.0,8200.0,8200.0,8200.0,8200.0,8200.0,8200.000000000231
MIHIR STEELS,104798.0,104798.0,104798.0,104798.0,104798.0,104798.0,104798.0,104798.0,104798.0,104798.00000000022
MIL CONTROLS LTD.,3018.0,3018.0,3018.0,3018.0,3018.0,3018.0,3018.0,3018.0,3018.0,3018.0000000002324
MILAN ENTERPRISES,3150.0,3150.0,3150.0,3150.0,3150.0,3150.0,3150.0,3150.0,3150.0,3150.0000000002324
MILANO ICE CREAM P; LTD.,773.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0000000002327
MILESTONE EXHIBITION SERVICES,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0000000002326
MILLENIUM PACKAGING SOLUTION,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0000000002328
MILLENNIUM EXPORTS & IMPORTS,250523.0,216785.33,183047.67,149310.0,149310.0,149310.0,149310.0,149310.0,149310.0,149310.0000000002
MILLIKEN CHEMICAL AND TEXTILE INDIA CO. P.  LTD,22599.0,22599.0,22599.0,22599.0,22599.0,22599.0,22599.0,22599.0,22599.0,22599.00000000023
MINA WOOD INDUSTRIES,131374.0,131374.0,86202.0,41030.0,41030.0,41030.0,41030.0,41030.0,41030.0,41030.00000000028
MINAR ALLOYS AND FORGINGS P. LTD.,1731595.0,1158470.0,599380.0,1308689.0,348465.0,348465.0,348465.0,348465.0,348465.0,348464.9999999984
MINAR CASTINGS P. LTD.,2986622.0,3232140.0,226745.0,2410507.0,1026800.0,200470.0,200470.0,200470.0,200470.0,200469.99999999857
MINAR ISPAT P. LTD.,979796.0,1092068.0,25080.0,1794708.0,2685305.0,1402500.0,1402500.0,1402500.0,1402500.0,1402500.0000000007
MINDA DISTRIBUTORS,9300.0,9300.0,9300.0,9300.0,9300.0,9300.0,9300.0,9300.0,9300.0,9300.000000000231
MINDRAY MEDICAL INDIA PVT. LTD,223078.0,223078.0,223078.0,223078.0,223078.0,223078.0,223078.0,223078.0,223078.0,223078.00000000017
MINERALS LIBRARY P. LTD.,953700.0,953700.0,953700.0,953700.0,953700.0,953700.0,953700.0,953700.0,953700.0,953700.0
MINIMOL CHAKO,17340.0,17340.0,17340.0,17340.0,17340.0,17340.0,17340.0,17340.0,17340.0,17340.00000000023
MINITEK CONSTRUCTIONS,14575.0,14575.0,14575.0,14575.0,14575.0,14575.0,14575.0,14575.0,14575.0,14575.00000000023
MIRA ADITI IMPEX P. LTD.,21876.0,21876.0,53596.0,39265.0,76801.0,43266.0,41469.0,39672.0,16191.0,16191.000000000313
MIRA MARINE FOODS,22800.0,22800.0,22800.0,22800.0,22800.0,22800.0,22800.0,22800.0,22800.0,22800.00000000023
MIRAJ DRYMIX P. LTD.,3440990.0,3440990.0,3440990.0,3440990.0,3440990.0,5657560.0,9255440.0,9114050.0,18104480.0,18104479.99999999
MIRONES BUILDERS AND DEVELOPERS PVT LTD.,966720.0,76110.0,76110.0,76110.0,76110.0,76110.0,76110.0,76110.0,76110.0,76109.9999999997
MISTY FROZEN FOODS,28350.0,28350.0,28350.0,28350.0,28350.0,28350.0,28350.0,28350.0,28350.0,28350.000000000226
MITERA HOSPITAL PVT LTD,16923.0,16923.0,16923.0,16923.0,16923.0,16923.0,16923.0,16923.0,16923.0,16923.00000000023
MITHLINE TRADE LINKS,53042.0,53042.0,53042.0,74146.0,20170.0,20170.0,20170.0,20170.0,20170.0,20170.000000000164
MITSA INTERNATIONAL,144369.0,138629.0,56603.0,48544.0,25450.0,9651.0,11941.0,11941.0,11941.0,11941.000000000251
MITSUBISHI CORPORATION INDIA P. LTD.,13056.0,13224.0,13047.0,52188.0,66960.0,12973.0,12973.0,12973.0,12973.0,12973.000000000267
MITSUBISHI ELEVATOR INDIA PVT,160.0,18543.0,5814.0,3650.0,71194.0,314728.0,222585.33,130442.67,38300.0,38300.00000000015
MITTAL TRADING COMPANY,411977.0,411977.0,411977.0,411977.0,411977.0,411977.0,411977.0,411977.0,411977.0,411977.0000000002
MITZUKI ENERGY P. LTD.,11604.0,6237.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0000000002306
MIYAFILMIYA INDUSTRIES,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.0,109000.00000000022
MKENZY,1860.0,1860.0,1860.0,1860.0,1860.0,1860.0,1860.0,1860.0,1860.0,1860.0000000002324
MLB ENTERPRISES,12251.0,12251.0,12251.0,12251.0,12251.0,12251.0,12251.0,12251.0,12251.0,12251.000000000231
MMJ CERAMICS PRIVATE LIMITED,194972.0,194972.0,253042.0,232374.0,80826.0,35700.0,35700.0,35700.0,35700.0,35700.00000000016
MMJ INTERNATIONAL,34182.0,34182.0,34182.0,34182.0,34182.0,34182.0,34182.0,34182.0,34182.0,34182.000000000226
MMK CASHEW FACTORY,51982.0,51982.0,51982.0,51982.0,51982.0,51982.0,51982.0,51982.0,51982.0,51982.000000000226
MMK DISTRIBUTORS,6160.0,6160.0,6160.0,6160.0,6160.0,6160.0,6160.0,6160.0,6160.0,6160.000000000232
MMK EXPORTS,105365.0,105365.0,105365.0,105365.0,105365.0,105365.0,105365.0,105365.0,105365.0,105365.00000000022
MMTC OF INDIA LTD.,521340.0,521340.0,521340.0,521340.0,521340.0,521340.0,521340.0,521340.0,521340.0,521340.0000000001
MOART FURNITURE P. LTD.,5260.0,5260.0,6640.0,6640.0,6640.0,6640.0,6640.0,6640.0,6640.0,6640.000000000232
MOBILE CITY,7740.0,7740.0,7740.0,7740.0,7740.0,7740.0,7740.0,7740.0,7740.0,7740.000000000231
MOBILE WORLD ELECTRONICS INDIA P. LTD.,73480.0,73480.0,73480.0,73480.0,73480.0,73480.0,73480.0,73480.0,73480.0,73480.00000000022
MOD FURNITURE,6534.0,6534.0,6534.0,6534.0,6534.0,6534.0,6534.0,6534.0,6534.0,6534.000000000232
MODERN DISTROPOLIS LTD.,63090.0,63090.0,63090.0,63090.0,63090.0,63090.0,63090.0,63090.0,63090.0,63090.00000000022
MODERN ENTERPRISES,55395.0,55395.0,55395.0,55395.0,209298.0,111221.0,111221.0,111221.0,111221.0,111221.00000000044
MODERN MARKETING,37375.0,37375.0,37375.0,37375.0,37375.0,37375.0,38990.5,40606.0,40606.0,40606.00000000022
MODERN PLYWOOD INDUSTRIES,108000.0,108000.0,108000.0,108000.0,108000.0,81090.0,28000.0,28000.0,28000.0,28000.000000000287
MODERN PRINTING PRESS,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.000000000231
MODERN ROOFING AND GLAZING,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.000000000231
MODERN SANITARY,1388649.0,318286.0,60612.0,60612.0,60612.0,60612.0,60612.0,60612.0,60612.0,60611.99999999964
MODERN TRADES INDIA,55678.0,55678.0,55678.0,55678.0,55678.0,55678.0,55678.0,55678.0,55678.0,55678.00000000022
MODI ALUMINIUM TRADERS,352434.0,352434.0,352434.0,352434.0,423921.0,1314851.0,213916.0,46091.0,46091.0,46091.00000000003
MODI GLOBAL LINKS,4329039.0,3919934.0,4146148.0,1862113.0,83622.0,82147.67,80673.33,79199.0,114860.0,114860.0000000008
MODI TRADE LINKS,53623.0,53623.0,840148.5,1626674.0,2317976.0,55211.0,1787314.0,836386.0,1007765.0,1007765.0000000021
MODULAR CONCEPT INDIA LTD  ,12660.0,60435.0,108210.0,8854.0,8854.0,8854.0,8854.0,8854.0,8854.0,8854.00000000035
MODULAR TRADERS,104915.0,104915.0,104915.0,104915.0,104915.0,104915.0,104915.0,104915.0,104915.0,104915.00000000022
MOHAMED SUNEER POTTACHOLA,4580.0,4580.0,4580.0,4580.0,4580.0,4580.0,4580.0,4580.0,4580.0,4580.000000000232
MOHAMMAD,7295.0,7295.0,7295.0,45492.5,83690.0,83690.0,83690.0,83690.0,83690.0,83690.0000000002
MOHAMMED ARIF VALLIKKETTYARA,6080.0,6080.0,6080.0,6080.0,6080.0,6080.0,6080.0,6080.0,6080.0,6080.000000000232
MOHAMMED ASHRAF,13970.0,13970.0,13970.0,13970.0,13970.0,13970.0,13970.0,13970.0,13970.0,13970.00000000023
MOHAMMED BUSHRA BAITHAN ABDULLA,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.000000000231
MOHAMMED FARIZ & COMPANY,122016.0,122016.0,122016.0,122016.0,122016.0,122016.0,122016.0,122016.0,122016.0,122016.0000000002
MOHAMMED KOYA PUTHUKUDI,26710.0,26710.0,26710.0,26710.0,26710.0,26710.0,26710.0,26710.0,26710.0,26710.00000000023
MOHAMMED KUNHI KP,24453.0,24453.0,24453.0,24453.0,24453.0,24453.0,24453.0,24453.0,24453.0,24453.00000000023
MOHAMMED MEDUVIL,3680.0,3680.0,3680.0,3680.0,3680.0,3680.0,3680.0,3680.0,3680.0,3680.000000000232
MOHAMMED MUNHI K P,24290.0,24290.0,24290.0,24290.0,24290.0,24290.0,24290.0,24290.0,24290.0,24290.00000000023
MOHAMMED NAJEEB,19570.0,19570.0,19570.0,19570.0,19570.0,19570.0,19570.0,19570.0,19570.0,19570.00000000023
MOKSH STAINLESS & ALLOYS ,52058.0,52058.0,52058.0,52058.0,52058.0,48995.0,48995.0,48995.0,48995.0,48995.000000000226
MOKSHA BUSINESS MACHINES,163210.0,163210.0,129042.5,94875.0,60707.5,26540.0,26540.0,26540.0,26540.0,26540.000000000284
"MOLECULAR CYCLOTRONS PRIVATE LIMITED,",12980.0,12980.0,12980.0,12980.0,12980.0,12980.0,12980.0,12980.0,12980.0,12980.000000000231
MOLECULAR MULTISPECIALITY HOSPITAL P. LTD.,3180.0,3180.0,14281.67,25383.33,36485.0,34740.0,34740.0,34740.0,34740.0,34740.00000000022
MOLEKULES DESIGN FACTORY PVT LTD.,27290.0,27290.0,27290.0,9610.0,9610.0,9610.0,9610.0,9610.0,9610.0,9610.00000000025
"MOMENTS SUPER SHOPPE,",22150.0,18480.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.0,14810.000000000227
MONARCH AGENCIES,20100.0,20100.0,20100.0,20100.0,20100.0,20100.0,20100.0,20100.0,146810.0,146810.00000000017
MONARCH ERGONOMICS INDIA P. LTD.,3162.0,3162.0,3162.0,3162.0,3162.0,3162.0,3162.0,3162.0,3162.0,3162.0000000002324
MONARCH INTERNATIONAL,9976.0,9976.0,9976.0,41652.0,41652.0,41652.0,41652.0,41652.0,41652.0,41652.00000000019
MONIER ROOFING P. LTD.,43848.0,43848.0,207485.0,116538.0,48076.0,33620.0,293078.0,218934.0,218934.0,218934.00000000012
MONIESH ENTERPRISES,32388.0,32388.0,32388.0,32388.0,32388.0,32388.0,32388.0,32388.0,32388.0,32388.000000000226
MONSUN FOODS P. LTD.,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0000000002324
MOOGAMBIGAI MEATAL  REFINERIES,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.000000000232
MOOH EXPORTS,376059.0,376059.0,212147.0,212147.0,212147.0,212147.0,212147.0,212147.0,212147.0,212147.00000000023
MOOKAMBIKA EXPORTS,100800.0,75300.0,49800.0,49800.0,49800.0,49800.0,49800.0,49800.0,49800.0,49800.00000000022
MOOKKADA ALIYAR SHAHIR,3031.0,3031.0,3031.0,3031.0,3031.0,3031.0,3031.0,3031.0,3031.0,3031.0000000002324
MOOKKANNOOR TOURIST HOME,27480.0,27480.0,27480.0,27480.0,27480.0,27480.0,27480.0,27480.0,27480.0,27480.000000000226
MOOKKEN DEVASSEY OUSEPH AND SONS,39370.0,23790.0,52685.0,39570.0,13464.0,25733.0,8797.0,8797.0,8797.0,8797.000000000204
MOOLANS DISTRIBUTORS,32195.0,32195.0,32195.0,32195.0,32195.0,32195.0,17092.0,22120.0,46120.0,46120.000000000226
MOOLANS ENTERPRISES PVT LTD,12755.0,9290.0,20620.0,32200.0,41947.0,41947.0,41947.0,41947.0,41947.0,41947.00000000022
MOOLANS EXPORTS (INDIA) P. LTD.,4140.0,4140.0,4140.0,11747.5,19355.0,19355.0,19355.0,19355.0,19355.0,19355.000000000226
MOOLANS FAMILY MART,20310.0,20310.0,20310.0,20310.0,20310.0,20310.0,20310.0,20310.0,20310.0,20310.00000000023
MOOLANS INTERNATIONAL,12248.0,26478.0,24634.0,21231.0,52374.0,42218.0,32062.0,21906.0,11750.0,11750.000000000296
MOON TIMBER INDUSTRIES,45391.0,45391.0,45391.0,45391.0,45391.0,45391.0,45391.0,45391.0,45391.0,45391.000000000226
MOONLIGHT CASHEWS,17170.0,17170.0,17170.0,50625.0,50625.0,50625.0,50625.0,50625.0,50625.0,50625.00000000019
MOONS HEALTH AND HYGIENE,3104.0,3104.0,5085.0,5085.0,5085.0,5085.0,5085.0,5085.0,5085.0,5085.000000000231
MOOPENS ENERGY SOLUTIONS P. LTD.,81680.0,81680.0,81680.0,70775.0,59870.0,48965.0,48965.0,48965.0,48965.0,48965.00000000024
MOORTHI EXPORT FABRIC,21420.0,21420.0,21420.0,21420.0,21420.0,21420.0,21420.0,21420.0,21420.0,21420.00000000023
MOOTHEDAN POOLS,2537.0,2537.0,2537.0,2537.0,2537.0,2537.0,2537.0,2537.0,2537.0,2537.0000000002324
MORBIDO VINYL P. LTD.,195.0,195.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0000000002327
MORDEN PLYWOOD INDUSTRIES,27000.0,27000.0,27000.0,25610.0,81400.0,81400.0,81400.0,81400.0,81400.0,81400.00000000026
MORGAN FASHIONS,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0000000002326
MORGAN TECHNOLOGIES,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0000000002327
MORNING MEDOWS,4430.0,4430.0,4430.0,4430.0,4430.0,4430.0,4430.0,4430.0,4430.0,4430.000000000232
MOT CARDS & TECHNOLOGY P. LTD.,1538.0,1538.0,1538.0,1538.0,1538.0,1538.0,1538.0,1538.0,1538.0,1538.0000000002326
MOTHER HOSPITAL P. LTD.,11980.0,11980.0,11980.0,11980.0,11980.0,11980.0,11980.0,11980.0,11980.0,11980.000000000231
MOTHER INDIA PLYWOOD,40905.0,28000.0,28000.0,27239.0,26478.0,25717.0,25717.0,25717.0,25717.0,25717.000000000222
MOTHER MED,6200.0,6200.0,6200.0,6200.0,6200.0,6200.0,72088.0,108572.0,134215.0,134215.00000000012
MOTOR HUB,9270.0,9270.0,9270.0,9270.0,9270.0,9270.0,9270.0,9270.0,9270.0,9270.000000000231
MOULANA HOSPITAL,42895.0,16160.0,16160.0,16160.0,16160.0,16160.0,16160.0,16160.0,16160.0,16160.000000000215
MOULDING SOLUTIONS,8830.0,8830.0,4630.0,4630.0,4630.0,4630.0,4630.0,4630.0,4630.0,4630.000000000233
MOUMITHA CASHEW PROCESSING,91691.0,91691.0,91691.0,91691.0,91691.0,91691.0,91691.0,91691.0,91691.0,91691.00000000022
MOUNT CARMEL CASHEWS,412117.0,412117.0,412117.0,412117.0,412117.0,412117.0,412117.0,412117.0,412117.0,412117.0000000002
MOUNT MORIA CASHEWS,608993.0,458156.5,307320.0,307320.0,307320.0,307320.0,307320.0,307320.0,307320.0,307320.0000000001
MOUNT SAHIYA,21600.0,21600.0,21600.0,21600.0,21600.0,21600.0,21600.0,21600.0,21600.0,21600.00000000023
MOUNT SINAI CHARITABLE TRUST,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0000000002327
"MOUNTCREST ENTERPRISES P. LTD.,",82750.0,82750.0,82750.0,82750.0,82750.0,82750.0,82750.0,82750.0,82750.0,82750.00000000022
MOVABLE,9099.0,9099.0,9099.0,9099.0,9099.0,9099.0,9099.0,9099.0,9099.0,9099.000000000231
MOYALAN AGRO PIPES,22310.0,83587.0,144864.0,256815.0,27830.0,27830.0,27830.0,27830.0,27830.0,27829.999999999953
MOYALAN CERAMICS,17690.0,17690.0,17690.0,17690.0,17691.0,17425.0,17159.0,17009.0,17009.0,17009.00000000023
MOZACO MOTO SOLUTION,3330.0,3330.0,3330.0,3330.0,3330.0,3330.0,3330.0,3330.0,3330.0,3330.0000000002324
MOZART GLOBAL FURNITURE,9100.0,93690.0,8630.0,14460.0,14460.0,14460.0,14460.0,14460.0,14460.0,14460.00000000029
MPC PHARMA P. LTD.,13063.0,13063.0,13063.0,13063.0,13063.0,13063.0,99724.0,22092.0,60534.0,60534.00000000023
MPEL MACHINES P. LTD.,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.000000000232
MPG HOTELS AND INFRASTRUCTURE VENTURES P. LTD.,479685.0,479685.0,12221.0,4444.0,4444.0,4444.0,4444.0,4444.0,4444.0,4444.00000000033
MPM SALES AND COMPANY,15470.0,15470.0,15470.0,15470.0,15470.0,13473.0,24590.0,24590.0,24590.0,24590.000000000226
MPS TRADING CORPORATION,14551.0,136244.0,115378.0,267080.0,312310.0,462384.0,78156.0,78156.0,78156.0,78156.00000000022
MR CARE CENTRE PVT LTD,152933.0,152933.0,152933.0,152933.0,490396.0,320119.0,623838.0,480968.0,123115.0,123115.00000000067
MR LIGHT TECHNOLOGY P. LTD.,231147.0,605350.0,443969.0,232167.0,31785.0,5675.0,5675.0,5675.0,5675.0,5675.000000000565
MR NOOR MOHAMMED,20862.0,20862.0,20862.0,20862.0,20862.0,20862.0,20862.0,20862.0,20862.0,20862.00000000023
MR. A K MOHAMED FOUSIR,6280.0,6280.0,6280.0,6280.0,6280.0,6280.0,6280.0,6280.0,6280.0,6280.000000000232
MR. ABDUL NAZAR,129420.0,129420.0,129420.0,129420.0,129420.0,129420.0,129420.0,129420.0,129420.0,129420.0000000002
MR. FRNCIS P. A.,132927.0,132927.0,132927.0,132927.0,132927.0,132927.0,132927.0,132927.0,132927.0,132927.0000000002
MR. LESLIE JOHN PETER,11070.0,11070.0,11070.0,11070.0,11070.0,11070.0,11070.0,11070.0,11070.0,11070.000000000231
MR. MOHAMMAD HANEEFA P,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0000000002326
MR. RAMAKRISHNA PILLAI,20554.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.000000000224
MR. RAMESH KUMAR,8931.0,8931.0,8931.0,8931.0,8931.0,8931.0,8931.0,8931.0,8931.0,8931.000000000231
MR. SURESH KULANGARA NARAYANAN,13541.0,13541.0,13541.0,13541.0,13541.0,13541.0,13541.0,13541.0,13541.0,13541.000000000231
MR. VINCENT JUSTIN,7090.0,7090.0,7090.0,7090.0,7090.0,7090.0,7090.0,7090.0,7090.0,7090.000000000231
MR.ANTHUVAN D.A.,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.000000000232816
MR.GEORGE ZACHARIAH,6490.0,6490.0,6490.0,6490.0,6490.0,6490.0,6490.0,6490.0,6490.0,6490.000000000232
MR.K.CHANDRAN & MR.P. SUKUMARAN NAIR,39892.0,39892.0,39892.0,39892.0,39892.0,39892.0,39892.0,39892.0,39892.0,39892.000000000226
MR.MEETHALEPARAMABTH ABDULLA,17120.0,17120.0,17120.0,17120.0,17120.0,17120.0,161947.0,161947.0,161947.0,161947.00000000012
MR.NIYAZ AND ARULMOZHI,100447.0,100447.0,100447.0,100447.0,100447.0,100447.0,100447.0,100447.0,100447.0,100447.00000000022
MR.RAMESH M.V.,15381.0,15381.0,15381.0,15381.0,15381.0,15381.0,15381.0,15381.0,15381.0,15381.00000000023
MR.THENJERIL THANKAPPAN,9750.0,9750.0,9750.0,9750.0,9750.0,9750.0,9750.0,9750.0,9750.0,9750.000000000231
MRIDUL TIMBERS P. LTD.,2636385.0,1205598.0,647120.0,759814.0,139992.0,139992.0,139992.0,139992.0,139992.0,139991.99999999886
MRIDULA TRADERS,19140.0,19140.0,19140.0,19140.0,19140.0,2660.0,2660.0,2660.0,2660.0,2660.0000000002515
MRS SALES CORPORATION,60455.0,60455.0,60455.0,60455.0,60455.0,60455.0,60455.0,60455.0,60455.0,60455.00000000022
MRS. SAMEERA ABDUL GAFOOR  ,13490.0,13490.0,13490.0,13490.0,13490.0,13490.0,13490.0,13490.0,13490.0,13490.000000000231
MRT ORGANIC GREEN PRODUCTS,6651.0,6651.0,6651.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0000000002394
MS ASSOCIATES,2695.0,2695.0,2695.0,2695.0,2695.0,2695.0,2695.0,2695.0,2695.0,2695.0000000002324
MS BLACK CHERRY,4550.0,4550.0,4550.0,4550.0,4550.0,4550.0,4550.0,4550.0,4550.0,4550.000000000232
MS INDIAQO EXIM,52230.0,52230.0,52230.0,52230.0,52230.0,52230.0,52230.0,52230.0,52230.0,52230.000000000226
MS MALL,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.0,4080.000000000232
MS SPICE WORLD TRADING,5046.0,5046.0,5046.0,5046.0,5046.0,5046.0,5046.0,5046.0,5046.0,5046.000000000232
MS VAZAYIL KALAMVEETIL JAVAD,4048.0,4048.0,4048.0,4048.0,4048.0,4048.0,4048.0,4048.0,4048.0,4048.000000000232
MSC INTERNATIONAL IMPORT EXPORT PVT LTD.,217427.0,217427.0,217427.0,217427.0,76940.0,76940.0,76940.0,76940.0,76940.0,76940.0000000001
MSG TRADING,36951.0,11989.0,11989.0,11989.0,11989.0,11989.0,11989.0,11989.0,11989.0,11989.000000000216
MSGR JOSEPH KANDATHIL MEMORIAL ,3762.0,3762.0,3762.0,3762.0,3762.0,3762.0,3762.0,3762.0,3762.0,3762.000000000232
MSI COMMUNICATIONS,671.0,671.0,671.0,723.0,723.0,723.0,723.0,723.0,723.0,723.0000000002326
MSJ EXIM,7279.0,7279.0,7279.0,7279.0,7279.0,3298.0,3298.0,3298.0,3298.0,3298.000000000237
MSN TRADERS,111721.0,111721.0,111721.0,111721.0,111721.0,111721.0,111721.0,111721.0,111721.0,111721.0000000002
MSP RETAIL PVT LTD,12350.0,12350.0,12350.0,12350.0,12350.0,12350.0,12350.0,12350.0,12350.0,12350.000000000231
MSS RUBBER AND RECLAIMS P. LTD.,1031886.0,1031886.0,2089280.0,3415940.0,2472751.0,4557510.0,6228001.0,6247800.0,4078714.0,4078713.9999999935
MUAMMED SUBAIR,26692.0,26692.0,26692.0,26692.0,26692.0,26692.0,26692.0,26692.0,26692.0,26692.00000000023
MUBARAK FRUITS,59681.0,59681.0,59681.0,59681.0,59681.0,59681.0,59681.0,59681.0,59681.0,59681.00000000022
MUDRA EXPORTS,340617.0,340617.0,340617.0,340617.0,340617.0,340617.0,340617.0,340617.0,340617.0,340617.0000000002
MUHAMMED ASHRA,3690.0,3690.0,3690.0,3690.0,3690.0,3690.0,3690.0,3690.0,3690.0,3690.000000000232
MUHAMMED HAFEES.A. K.,15010.0,15010.0,15010.0,15010.0,15010.0,15010.0,15010.0,15010.0,15010.0,15010.00000000023
MUHAMMED MIRAS FOOTWEAR,1350.0,1350.0,1350.0,1350.0,1350.0,1350.0,1350.0,1350.0,1350.0,1350.0000000002326
MUJEEB RAHMAN ,24469.0,24469.0,24469.0,24469.0,24469.0,24469.0,24469.0,24469.0,24469.0,24469.00000000023
MUKESH METAL INDUSTRIES,89357.0,89357.0,89357.0,89357.0,89357.0,89357.0,89357.0,89357.0,89357.0,89357.00000000022
MUKHATHALA CASHEW PROCESSORS,191760.0,191760.0,191760.0,191760.0,191760.0,191760.0,191760.0,191760.0,191760.0,191760.0000000002
MUKKA SEAFOOD INDUSTRIES LTD.,141750.0,141750.0,141750.0,141750.0,141750.0,141750.0,141750.0,141750.0,141750.0,141750.0000000002
MUKKAM MILL STORES (P) LTD,23090.0,23090.0,23090.0,23090.0,23090.0,23090.0,10006.0,6154.0,9147.0,9147.000000000242
MUKKIYANTAKATH HAMZA HAJI,44079.0,44079.0,44079.0,44079.0,44079.0,44079.0,44079.0,44079.0,44079.0,44079.000000000226
MULAKKAL AGENCIES,10320.0,10320.0,9628.4,8936.8,8245.2,7553.6,6862.0,6862.0,6862.0,6862.000000000233
MULAKKAL STEEL,9200.0,55136.0,22550.0,22550.0,22550.0,22550.0,22550.0,22550.0,22550.0,22550.000000000262
MULAVAR PRIVATE LIMITED,27700.0,27700.0,27700.0,27700.0,27700.0,27700.0,27700.0,27700.0,27700.0,27700.000000000226
MULJI DEVSHI AND CO.,11638.0,11638.0,11638.0,11638.0,11638.0,11638.0,11638.0,11638.0,11638.0,11638.000000000231
MULLASSARI CASHEWS,949744.0,286598.0,399763.0,399763.0,399763.0,399763.0,399763.0,399763.0,399763.0,399762.99999999977
MULTI MODEL OVERSEAS P. LTD.,350540.0,350540.0,350540.0,350540.0,350540.0,350540.0,350540.0,350540.0,350540.0,350540.0000000002
MULTI MOVING SYSTEM,2712.0,2712.0,2712.0,2712.0,2712.0,2712.0,2712.0,2712.0,2712.0,2712.0000000002324
MULTI TECH,10695.0,10695.0,10695.0,10695.0,10695.0,10695.0,10695.0,10695.0,10695.0,10695.000000000231
MUMBAI EXPORTS,7940.0,7940.0,7940.0,7940.0,7940.0,7940.0,7940.0,7940.0,7940.0,7940.000000000231
MUMBAI TRAVEL RETAIL P. LTD.,37898.0,37898.0,37898.0,37898.0,37898.0,37898.0,37898.0,37898.0,11184.0,11184.000000000235
MUNICH,36200.0,36200.0,80498.0,80498.0,80498.0,80498.0,80498.0,80498.0,80498.0,80498.0000000002
MUNNA CASHEW INDUSTRIES,425570.0,425570.0,425570.0,425570.0,425570.0,425570.0,425570.0,425570.0,425570.0,425570.0000000002
